Time(s),CH1V
3.390000e-07,7.726667e-05
3.400000e-07,9.740000e-05
3.410000e-07,1.035333e-04
3.420000e-07,1.033333e-04
3.430000e-07,1.106667e-04
3.440000e-07,1.055333e-04
3.450000e-07,9.880000e-05
3.460000e-07,1.056667e-04
3.470000e-07,1.170667e-04
3.480000e-07,1.174667e-04
3.490000e-07,1.145333e-04
3.500000e-07,1.241333e-04
3.510000e-07,1.201333e-04
3.520000e-07,1.125333e-04
3.530000e-07,1.292667e-04
3.540000e-07,1.324667e-04
3.550000e-07,1.264667e-04
3.560000e-07,1.300000e-04
3.570000e-07,1.361333e-04
3.580000e-07,1.295333e-04
3.590000e-07,1.322667e-04
3.600000e-07,1.407333e-04
3.610000e-07,1.376667e-04
3.620000e-07,1.202667e-04
3.630000e-07,1.182000e-04
3.640000e-07,1.306000e-04
3.650000e-07,1.440000e-04
3.660000e-07,1.348667e-04
3.670000e-07,1.248000e-04
3.680000e-07,1.311333e-04
3.690000e-07,1.434667e-04
3.700000e-07,1.337333e-04
3.710000e-07,1.188000e-04
3.720000e-07,1.256000e-04
3.730000e-07,1.317333e-04
3.740000e-07,1.317333e-04
3.750000e-07,1.390667e-04
3.760000e-07,1.379333e-04
3.770000e-07,1.278000e-04
3.780000e-07,1.269333e-04
3.790000e-07,1.332667e-04
3.800000e-07,1.244000e-04
3.810000e-07,1.278000e-04
3.820000e-07,1.388667e-04
3.830000e-07,1.305333e-04
3.840000e-07,1.319333e-04
3.850000e-07,1.352667e-04
3.860000e-07,1.365333e-04
3.870000e-07,1.269333e-04
3.880000e-07,1.280667e-04
3.890000e-07,1.276000e-04
3.900000e-07,1.266000e-04
3.910000e-07,1.274000e-04
3.920000e-07,1.220000e-04
3.930000e-07,1.196000e-04
3.940000e-07,1.057333e-04
3.950000e-07,1.119333e-04
3.960000e-07,1.300000e-04
3.970000e-07,1.400000e-04
3.980000e-07,1.361333e-04
3.990000e-07,1.322000e-04
4.000000e-07,1.294667e-04
4.010000e-07,1.307333e-04
4.020000e-07,1.216000e-04
4.030000e-07,1.168000e-04
4.040000e-07,1.262000e-04
4.050000e-07,1.222000e-04
4.060000e-07,1.070667e-04
4.070000e-07,1.230667e-04
4.080000e-07,1.392667e-04
4.090000e-07,1.237333e-04
4.100000e-07,1.218667e-04
4.110000e-07,1.193333e-04
4.120000e-07,1.140667e-04
4.130000e-07,1.136000e-04
4.140000e-07,1.166667e-04
4.150000e-07,1.151333e-04
4.160000e-07,1.139333e-04
4.170000e-07,1.294667e-04
4.180000e-07,1.289333e-04
4.190000e-07,1.140000e-04
4.200000e-07,1.180000e-04
4.210000e-07,1.182000e-04
4.220000e-07,1.130667e-04
4.230000e-07,1.118000e-04
4.240000e-07,1.145333e-04
4.250000e-07,1.126667e-04
4.260000e-07,1.200667e-04
4.270000e-07,1.220667e-04
4.280000e-07,1.163333e-04
4.290000e-07,1.160000e-04
4.300000e-07,1.194667e-04
4.310000e-07,1.198000e-04
4.320000e-07,1.190000e-04
4.330000e-07,1.184000e-04
4.340000e-07,1.118667e-04
4.350000e-07,1.101333e-04
4.360000e-07,1.248667e-04
4.370000e-07,1.289333e-04
4.380000e-07,1.155333e-04
4.390000e-07,1.170667e-04
4.400000e-07,1.127333e-04
4.410000e-07,1.088667e-04
4.420000e-07,1.073333e-04
4.430000e-07,1.061333e-04
4.440000e-07,1.156667e-04
4.450000e-07,1.302000e-04
4.460000e-07,1.313333e-04
4.470000e-07,1.204667e-04
4.480000e-07,1.212667e-04
4.490000e-07,1.368000e-04
4.500000e-07,1.278000e-04
4.510000e-07,1.208000e-04
4.520000e-07,1.288000e-04
4.530000e-07,1.197333e-04
4.540000e-07,1.220000e-04
4.550000e-07,1.326667e-04
4.560000e-07,1.360000e-04
4.570000e-07,1.374000e-04
4.580000e-07,1.325333e-04
4.590000e-07,1.202667e-04
4.600000e-07,1.142667e-04
4.610000e-07,1.198667e-04
4.620000e-07,1.285333e-04
4.630000e-07,1.243333e-04
4.640000e-07,1.306667e-04
4.650000e-07,1.342667e-04
4.660000e-07,1.217333e-04
4.670000e-07,1.148000e-04
4.680000e-07,1.231333e-04
4.690000e-07,1.151333e-04
4.700000e-07,9.966666e-05
4.710000e-07,1.175333e-04
4.720000e-07,1.396000e-04
4.730000e-07,1.240000e-04
4.740000e-07,1.126000e-04
4.750000e-07,1.230667e-04
4.760000e-07,1.269333e-04
4.770000e-07,1.301333e-04
4.780000e-07,1.334667e-04
4.790000e-07,1.246000e-04
4.800000e-07,1.142000e-04
4.810000e-07,1.182667e-04
4.820000e-07,1.202000e-04
4.830000e-07,1.152000e-04
4.840000e-07,1.218667e-04
4.850000e-07,1.252000e-04
4.860000e-07,1.226000e-04
4.870000e-07,1.207333e-04
4.880000e-07,1.184000e-04
4.890000e-07,1.158000e-04
4.900000e-07,1.173333e-04
4.910000e-07,1.150667e-04
4.920000e-07,1.154000e-04
4.930000e-07,1.207333e-04
4.940000e-07,1.281333e-04
4.950000e-07,1.278667e-04
4.960000e-07,1.248000e-04
4.970000e-07,1.350667e-04
4.980000e-07,1.318667e-04
4.990000e-07,1.232667e-04
